11242.2,115.8142322,40.50191,55.39605132
11242.4,115.8141825,40.501984,46.97466245
11242.6,115.8141148,40.502032,33.03432686
11242.8,115.814075,40.50207117,18.9982585
11243,115.8140548,40.50209517,12.49278442
11243.2,115.8140307,40.50209183,29.18704305
11243.4,115.8139742,40.50208417,23.23969439
11243.6,115.813929,40.5020895,21.86371667
11243.8,115.813886,40.50208917,24.46743127
11244,115.813838,40.50209167,28.30549042
11244.2,115.8137828,40.50209733,22.8522252
11244.4,115.8137382,40.502101,19.33809246
11244.6,115.8137002,40.50210183,18.04744949
11244.8,115.8136665,40.50211033,15.46870064
11245,115.813637,40.502116,15.59514274
11245.2,115.8136068,40.50212017,16.42684918
11245.4,115.8135755,40.50212617,15.67799616
11245.6,115.8135453,40.502131,13.96696306
11245.8,115.8135185,40.5021355,14.92322368
11246,115.81349,40.50214083,16.75967911
11246.2,115.8134582,40.50214733,17.66648313
11246.4,115.8134245,40.50215383,16.40714541
11246.6,115.8133932,40.50215967,16.76902905
11246.8,115.8133615,40.50216667,16.95188174
11247,115.8133297,40.50217417,16.72035641
11247.2,115.8132982,40.50218133,16.58413428
11247.4,115.8132667,40.50218783,16.50491009
11247.6,115.8132357,40.50219517,16.77834797
11247.8,115.8132042,40.50220267,16.59333372
11248,115.813173,40.50221,16.40647665
11248.2,115.813142,40.50221683,17.47132231
11248.4,115.8131092,40.5022245,17.16106862
11248.6,115.8130772,40.50223267,17.59108342
11248.8,115.8130445,40.50224133,17.70150802
11249,115.8130117,40.50225017,17.61864691
11249.2,115.812979,40.502259,17.40566264
11249.4,115.8129465,40.50226717,17.95685308
11249.6,115.8129132,40.502276,18.00220962
11249.8,115.8128797,40.50228467,17.91166377
11250,115.8128463,40.50229333,17.77552162
11250.2,115.812813,40.50230133,17.99317554
11250.4,115.8127795,40.50231,18.57929938
11250.6,115.8127452,40.5023195,18.17327398
11250.8,115.8127112,40.50232783,18.04744951
11251,115.8126775,40.50233633,18.19996107
11251.2,115.8126435,40.50234483,18.17327399
11251.4,115.8126095,40.50235317,18.36891674
11251.6,115.8125752,40.50236167,18.29823064
11251.8,115.8125408,40.50236983,18.56275942
11252,115.812506,40.50237817,18.22725987
11252.2,115.8124717,40.502386,18.10206851
11252.4,115.8124375,40.50239367,18.3871242
11252.6,115.8124028,40.5024015,18.3871242
11252.8,115.8123682,40.50240933,18.13783752
11253,115.812334,40.50241717,18.56313662
11253.2,115.812299,40.502425,18.66782505
11253.4,115.8122638,40.502433,18.22762025
11253.6,115.8122293,40.50244033,18.42233715
11253.8,115.8121947,40.50244833,18.56313662
11254,115.8121597,40.50245617,18.89304316
11254.2,115.812124,40.502464,18.96176579
11254.4,115.8120882,40.50247183,18.70310516
11254.6,115.8120527,40.50247917,18.8587066
11254.8,115.812017,40.50248683,18.78983754
11255,115.8119813,40.50249417,18.84145547
11255.2,115.8119457,40.50250183,19.01326244
11255.4,115.8119097,40.5025095,19.06461747
11255.6,115.8118735,40.502517,18.97914084
11255.8,115.8118375,40.5025245,19.11583202
11256,115.8118012,40.50253183,18.97914084
11256.2,115.8117652,40.50253933,18.81599926
11256.4,115.8117293,40.50254633,18.79016409
11256.6,115.8116935,40.50255317,19.17538832
11256.8,115.811657,40.50256033,19.18386568
11257,115.8116205,40.5025675,19.3019384
11257.2,115.8115838,40.502575,19.36092471
11257.4,115.811547,40.50258233,19.08188879
11257.6,115.8115107,40.5025895,19.38599181
11257.8,115.8114738,40.502597,19.00536229
11258,115.8114375,40.50260367,19.13305208
11258.2,115.811401,40.50261067,19.44438532
11258.4,115.8113642,40.5026185,19.23443122
11258.6,115.8113277,40.502626,18.91102213
11258.8,115.8112915,40.50263267,19.31036021
11259,115.8112548,40.50264017,19.30193841
